-9.001000000000000112e-01 2.793616726080856130e-08
-8.991000000000000103e-01 3.644357880289816627e-08
-8.981000000000000094e-01 4.736462786717295337e-08
-8.971000000000000085e-01 6.133350982604261467e-08
-8.961000000000000076e-01 7.913759149843078291e-08
-8.951000000000000068e-01 1.017510788118206237e-07
-8.941000000000000059e-01 1.303753270115267117e-07
-8.931000000000000050e-01 1.664869459312417198e-07
-8.921000000000000041e-01 2.118950228636393256e-07
-8.911000000000000032e-01 2.688089755655994449e-07
-8.901000000000000023e-01 3.399187594590974034e-07
-8.891000000000000014e-01 4.284893877146845726e-07
-8.881000000000000005e-01 5.384719821944951959e-07
-8.870999999999999996e-01 6.746338587127285336e-07
-8.860999999999999988e-01 8.427104632315521714e-07
-8.850999999999999979e-01 1.049582317841854181e-06
-8.840999999999999970e-01 1.303480507991527460e-06
-8.830999999999999961e-01 1.614224646563645134e-06
-8.820999999999999952e-01 1.993497687085371422e-06
-8.810999999999999943e-01 2.455162428341762855e-06
-8.800999999999999934e-01 3.015625056534241279e-06
-8.790999999999999925e-01 3.694251609148271896e-06
-8.780999999999999917e-01 4.513843816827690530e-06
-8.770999999999999908e-01 5.501181385416066473e-06
-8.760999999999999899e-01 6.687638419139094520e-06
-8.750999999999999890e-01 8.109882356445452940e-06
-8.740999999999999881e-01 9.810664490629066468e-06
-8.730999999999999872e-01 1.183971187582418455e-05
-8.720999999999999863e-01 1.425473117259432413e-05
-8.710999999999999854e-01 1.712253576278446166e-05
-8.700999999999999845e-01 2.052030825672851287e-05
-8.690999999999999837e-01 2.453701132273464615e-05
-8.680999999999999828e-01 2.927496058383748003e-05
-8.670999999999999819e-01 3.485157414431434874e-05
-8.660999999999999810e-01 4.140131412182638843e-05
-8.650999999999999801e-01 4.907783636316970422e-05
-8.640999999999999792e-01 5.805636530463880753e-05
-8.630999999999999783e-01 6.853631169323416619e-05
-8.620999999999999774e-01 8.074415160363693667e-05
-8.610999999999999766e-01 9.493658585769247811e-05
-8.600999999999999757e-01 1.114039995683655009e-04
-8.590999999999999748e-01 1.304742420773553923e-04
-8.580999999999999739e-01 1.525167480238361789e-04
-8.570999999999999730e-01 1.779470206591851600e-04
-8.560999999999999721e-01 2.072314987968725073e-04
-8.550999999999999712e-01 2.408928289460955869e-04
-8.540999999999999703e-01 2.795155642090146149e-04
-8.530999999999999694e-01 3.237523114125429556e-04
-8.520999999999999686e-01 3.743303476841626314e-04
-8.510999999999999677e-01 4.320587272542277348e-04
-8.500999999999999668e-01 4.978358986631401797e-04
-8.490999999999999659e-01 5.726578517592669209e-04
-8.480999999999999650e-01 6.576268128801413676e-04
-8.470999999999999641e-01 7.539605054067996612e-04
-8.460999999999999632e-01 8.630019914578488304e-04
-8.450999999999999623e-01 9.862301088384532732e-04
-8.440999999999999615e-01 1.125270515471626367e-03
-8.430999999999999606e-01 1.281907351409247286e-03
-8.420999999999999597e-01 1.458095526143238967e-03
-8.410999999999999588e-01 1.655973636310247368e-03
-8.400999999999999579e-01 1.877877516001181689e-03
-8.390999999999999570e-01 2.126354418757491795e-03
-8.380999999999999561e-01 2.404177826950667195e-03
-8.370999999999999552e-01 2.714362880613952096e-03
-8.360999999999999543e-01 3.060182413925046415e-03
-8.350999999999999535e-01 3.445183583435073790e-03
-8.340999999999999526e-01 3.873205067816283629e-03
-8.330999999999999517e-01 4.348394814362360750e-03
-8.320999999999999508e-01 4.875228302752643815e-03
-8.310999999999999499e-01 5.458527291672969108e-03
-8.300999999999999490e-01 6.103479008831422768e-03
-8.290999999999999481e-01 6.815655739688559860e-03
-8.280999999999999472e-01 7.601034764922467817e-03
-8.270999999999999464e-01 8.466018591221332809e-03
-8.260999999999999455e-01 9.417455414552836426e-03
-8.250999999999999446e-01 1.046265974954340393e-02
-8.240999999999999437e-01 1.160943315312829190e-02
-8.230999999999999428e-01 1.286608496515098329e-02
-8.220999999999999419e-01 1.424145298322209222e-02
-8.210999999999999410e-01 1.574492398384867015e-02
-8.200999999999999401e-01 1.738645399671296873e-02
-8.190999999999999392e-01 1.917658823401683157e-02
-8.180999999999999384e-01 2.112648057206886060e-02
-8.170999999999999375e-01 2.324791247780478090e-02
-8.160999999999999366e-01 2.555331126876255951e-02
-8.150999999999999357e-01 2.805576759116983412e-02
-8.140999999999999348e-01 3.076905199735139110e-02
-8.130999999999999339e-01 3.370763050058021848e-02
-8.120999999999999330e-01 3.688667898295092118e-02
-8.110999999999999321e-01 4.032209632964803281e-02
-8.100999999999999313e-01 4.403051616148421360e-02
-8.090999999999999304e-01 4.802931703647311118e-02
-8.080999999999999295e-01 5.233663099079085418e-02
-8.070999999999999286e-01 5.697135028960260278e-02
-8.060999999999999277e-01 6.195313225906590865e-02
-8.050999999999999268e-01 6.730240207224807980e-02
-8.040999999999999259e-01 7.304035336386052735e-02
-8.030999999999999250e-01 7.918894655151763329e-02
-8.020999999999999241e-01 8.577090474481194327e-02
-8.010999999999999233e-01 9.280970712771922926e-02
-8.000999999999999224e-01 1.003295797048566196e-01
-7.990999999999999215e-01 1.083554833078558266e-01
-7.980999999999999206e-01 1.169130987644134839e-01
-7.970999999999999197e-01 1.260288091399826560e-01
-7.960999999999999188e-01 1.357296789695312256e-01
-7.950999999999999179e-01 1.460434304057995347e-01
-7.940999999999999170e-01 1.569984162191550570e-01
